run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
PUB_T30-2-20260914-20:35:01-2240,config,,,*.sensor[*].app[0].packetSent.result-recording-modes,count,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.monitoringServer.app[0].packetReceived.result-recording-modes,count,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.monitoringServer.app[0].endToEndDelay.result-recording-modes,+stats,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,sim-time-limit,600s,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.numSensors,12,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,**.arp.typename,GlobalArp,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,**.netmaskRoutes,"""""",,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.configurator.config,"xmldoc(""startopology.xml"")",,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.configurator.addStaticRoutes,false,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.sensor[*].mobility.initFromDisplayString,false,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.sensor[*].mobility.initialX,"uniform(1m, 19m)",,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.sensor[*].mobility.initialY,"uniform(1m, 19m)",,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.sensor[*].mobility.initialZ,0m,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.controller.numApps,0,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,*.lamp*.numApps,0,,,,,,,
PUB_T30-2-20260914-20:35:01-2240,config,,,**.vector-recording,false,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,configname,PUB_T30,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,datetime,20260914-20:34:58,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,datetimef,20260914-203458,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,experiment,PUB_T30,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,inifile,omnetpp.ini,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,iterationvars,,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,iterationvarsd,,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,iterationvarsf,,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,measurement,,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,processid,2230,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,repetition,0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,replication,#0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,resultdir,results,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,runnumber,0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,runattr,,,seedset,0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,image-path,../../../inet-4.6.0/images,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,extends,PublishSubscribeBase,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].sendInterval,30s,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,repeat,5,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,seed-set,0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,extends,Common,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].numApps,1,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].typename,UdpBasicApp,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].destAddresses,"""monitoringServer""",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].destPort,3000,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].messageLength,50B,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].sendInterval,10s,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].startTime,"uniform(1s,2s)",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].packetName,"""SensorPublication""",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.monitoringServer.numApps,1,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.monitoringServer.app[0].typename,UdpSink,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.monitoringServer.app[0].localPort,3000,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].app[0].packetSent.result-recording-modes,count,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.monitoringServer.app[0].packetReceived.result-recording-modes,count,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.monitoringServer.app[0].endToEndDelay.result-recording-modes,+stats,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,sim-time-limit,600s,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.numSensors,12,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,**.arp.typename,GlobalArp,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,**.netmaskRoutes,"""""",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.configurator.config,"xmldoc(""startopology.xml"")",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.configurator.addStaticRoutes,false,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].mobility.initFromDisplayString,false,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].mobility.initialX,"uniform(1m, 19m)",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].mobility.initialY,"uniform(1m, 19m)",,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.sensor[*].mobility.initialZ,0m,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.controller.numApps,0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,*.lamp*.numApps,0,,,,,,,
PUB_T30-0-20260914-20:34:58-2230,config,,,**.vector-recording,false,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,configname,PUB_T30,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,datetime,20260914-20:35:03,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,datetimef,20260914-203503,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,experiment,PUB_T30,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,inifile,omnetpp.ini,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,iterationvars,,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,iterationvarsd,,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,iterationvarsf,,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,measurement,,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,processid,2245,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,repetition,3,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,replication,#3,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,resultdir,results,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,runnumber,3,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,runattr,,,seedset,3,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,image-path,../../../inet-4.6.0/images,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,extends,PublishSubscribeBase,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].sendInterval,30s,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,repeat,5,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,seed-set,3,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,extends,Common,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].numApps,1,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].typename,UdpBasicApp,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].destAddresses,"""monitoringServer""",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].destPort,3000,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].messageLength,50B,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].sendInterval,10s,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].startTime,"uniform(1s,2s)",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].packetName,"""SensorPublication""",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.monitoringServer.numApps,1,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.monitoringServer.app[0].typename,UdpSink,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.monitoringServer.app[0].localPort,3000,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].app[0].packetSent.result-recording-modes,count,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.monitoringServer.app[0].packetReceived.result-recording-modes,count,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.monitoringServer.app[0].endToEndDelay.result-recording-modes,+stats,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,sim-time-limit,600s,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.numSensors,12,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,**.arp.typename,GlobalArp,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,**.netmaskRoutes,"""""",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.configurator.config,"xmldoc(""startopology.xml"")",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.configurator.addStaticRoutes,false,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].mobility.initFromDisplayString,false,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].mobility.initialX,"uniform(1m, 19m)",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].mobility.initialY,"uniform(1m, 19m)",,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.sensor[*].mobility.initialZ,0m,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.controller.numApps,0,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,*.lamp*.numApps,0,,,,,,,
PUB_T30-3-20260914-20:35:03-2245,config,,,**.vector-recording,false,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,configname,PUB_T30,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,datetime,20260914-20:35:05,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,datetimef,20260914-203505,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,experiment,PUB_T30,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,inifile,omnetpp.ini,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,iterationvars,,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,iterationvarsd,,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,iterationvarsf,,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,measurement,,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,processid,2250,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,repetition,4,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,replication,#4,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,resultdir,results,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,runnumber,4,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,runattr,,,seedset,4,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,image-path,../../../inet-4.6.0/images,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,extends,PublishSubscribeBase,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].sendInterval,30s,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,repeat,5,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,seed-set,4,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,extends,Common,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].numApps,1,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].typename,UdpBasicApp,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].destAddresses,"""monitoringServer""",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].destPort,3000,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].messageLength,50B,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].sendInterval,10s,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].startTime,"uniform(1s,2s)",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].packetName,"""SensorPublication""",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.monitoringServer.numApps,1,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.monitoringServer.app[0].typename,UdpSink,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.monitoringServer.app[0].localPort,3000,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].app[0].packetSent.result-recording-modes,count,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.monitoringServer.app[0].packetReceived.result-recording-modes,count,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.monitoringServer.app[0].endToEndDelay.result-recording-modes,+stats,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,sim-time-limit,600s,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.numSensors,12,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,**.arp.typename,GlobalArp,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,**.netmaskRoutes,"""""",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.configurator.config,"xmldoc(""startopology.xml"")",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.configurator.addStaticRoutes,false,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].mobility.initFromDisplayString,false,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].mobility.initialX,"uniform(1m, 19m)",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].mobility.initialY,"uniform(1m, 19m)",,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.sensor[*].mobility.initialZ,0m,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.controller.numApps,0,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,*.lamp*.numApps,0,,,,,,,
PUB_T30-4-20260914-20:35:05-2250,config,,,**.vector-recording,false,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,configname,PUB_T5,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,datetime,20260914-20:33:59,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,datetimef,20260914-203359,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,experiment,PUB_T5,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,inifile,omnetpp.ini,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,iterationvars,,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,iterationvarsd,,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,iterationvarsf,,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,measurement,,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,processid,2015,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,repetition,2,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,replication,#2,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,resultdir,results,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,runnumber,2,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,runattr,,,seedset,2,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,image-path,../../../inet-4.6.0/images,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,extends,PublishSubscribeBase,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].sendInterval,5s,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,repeat,5,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,seed-set,2,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,extends,Common,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].numApps,1,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].typename,UdpBasicApp,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].destAddresses,"""monitoringServer""",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].destPort,3000,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].messageLength,50B,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].sendInterval,10s,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].startTime,"uniform(1s,2s)",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].packetName,"""SensorPublication""",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.monitoringServer.numApps,1,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.monitoringServer.app[0].typename,UdpSink,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.monitoringServer.app[0].localPort,3000,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].app[0].packetSent.result-recording-modes,count,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.monitoringServer.app[0].packetReceived.result-recording-modes,count,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.monitoringServer.app[0].endToEndDelay.result-recording-modes,+stats,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,sim-time-limit,600s,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.numSensors,12,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,**.arp.typename,GlobalArp,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,**.netmaskRoutes,"""""",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.configurator.config,"xmldoc(""startopology.xml"")",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.configurator.addStaticRoutes,false,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].mobility.initFromDisplayString,false,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].mobility.initialX,"uniform(1m, 19m)",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].mobility.initialY,"uniform(1m, 19m)",,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.sensor[*].mobility.initialZ,0m,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.controller.numApps,0,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,*.lamp*.numApps,0,,,,,,,
PUB_T5-2-20260914-20:33:59-2015,config,,,**.vector-recording,false,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,configname,PUB_T5,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,datetime,20260914-20:33:50,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,datetimef,20260914-203350,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,experiment,PUB_T5,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,inifile,omnetpp.ini,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,iterationvars,,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,iterationvarsd,,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,iterationvarsf,,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,measurement,,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,processid,2005,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,repetition,0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,replication,#0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,resultdir,results,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,runnumber,0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,runattr,,,seedset,0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,image-path,../../../inet-4.6.0/images,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,extends,PublishSubscribeBase,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].sendInterval,5s,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,repeat,5,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,seed-set,0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,extends,Common,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].numApps,1,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].typename,UdpBasicApp,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].destAddresses,"""monitoringServer""",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].destPort,3000,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].messageLength,50B,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].sendInterval,10s,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].startTime,"uniform(1s,2s)",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].packetName,"""SensorPublication""",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.monitoringServer.numApps,1,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.monitoringServer.app[0].typename,UdpSink,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.monitoringServer.app[0].localPort,3000,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].app[0].packetSent.result-recording-modes,count,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.monitoringServer.app[0].packetReceived.result-recording-modes,count,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.monitoringServer.app[0].endToEndDelay.result-recording-modes,+stats,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,network,simulations.experiment4_application_strategy.ApplicationStrategyNetwork,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,sim-time-limit,600s,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.numSensors,12,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,**.arp.typename,GlobalArp,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,**.netmaskRoutes,"""""",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.configurator.config,"xmldoc(""startopology.xml"")",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.configurator.addStaticRoutes,false,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].mobility.initFromDisplayString,false,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].mobility.initialX,"uniform(1m, 19m)",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].mobility.initialY,"uniform(1m, 19m)",,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.sensor[*].mobility.initialZ,0m,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.controller.numApps,0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,*.lamp*.numApps,0,,,,,,,
PUB_T5-0-20260914-20:33:50-2005,config,,,**.vector-recording,false,,,,,,,
PUB_T5-3-20260914-20:34:02-2020,runattr,,,configname,PUB_T5,,,,,,,
PUB_T5-3-20260914-20:34:02-2020,runattr,,,datetime,20260914-20:34:02,,,,,,,
PUB_T5-3-20260914-20:34:02-2020,runattr,,,datetimef,20260914-203402,,,,,,,
PUB_T5-3-20260914-20:34:02-2020,runattr,,,experiment,PUB_T5,,,,,,,
